YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in CWT","YIELD in LB / ACRE","PRODUCTION in $"
1992,"MICHIGAN, UPPER PENINSULA, DELTA",26,10,041,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,250","1,500","11,900",950," "
1992,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,600","2,800","30,000","1,150"," "
1992,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,400","4,400","20,000",590," "
1992,"MICHIGAN, UPPER PENINSULA",26,10,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,400","1,700","13,000",930," "
1992,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,100","3,300","36,000","1,160"," "
1992,"MICHIGAN, NORTHWEST",26,20,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,300","1,500","19,000","1,460"," "
1992,"MICHIGAN, NORTHWEST, ANTRIM",26,20,009,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",180,200,"2,600","1,440"," "
1992,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",450,500,"7,100","1,580"," "
1992,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","16,000","16,500","200,000","1,250"," "
1992,"MICHIGAN, NORTHWEST, MANISTEE",26,20,101,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,050","1,200","15,500","1,480"," "
1992,"MICHIGAN, NORTHWEST, OTHER (COMBINED) COUNTIES",26,20,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",70,100,900,"1,290"," "
1992,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","5,200","5,500","75,000","1,440"," "
1992,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,80,023,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",500,500,"7,000","1,400"," "
1992,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",600,600,"9,000","1,500"," "
1992,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"2,300","1,150"," "
1992,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",26,40,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",300,400,"3,000","1,000"," "
1992,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",400,400,"5,000","1,250"," "
1992,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",600,600,"7,600","1,270"," "
1992,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"1,400",700," "
1992,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",100,100,"1,400","1,400"," "
1992,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,300","1,400","17,500","1,350"," "
1992,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,80,149,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,200","2,400","36,000","1,640"," "
1992,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",250,300,"3,600","1,440"," "
1992,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,900","4,000","55,000","1,410"," "
1992,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,000","2,000","31,000","1,550"," "
1992,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","47,000","48,000","660,000","1,400"," "
1993,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","4,000","4,000","65,000","1,630"," "
1993,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",26,40,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,400,"3,000","1,500"," "
1993,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,400,"3,000","1,500"," "
1993,"MICHIGAN, UPPER PENINSULA, OTHER (COMBINED) COUNTIES",26,10,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",100,100,"1,300","1,300"," "
1993,"MICHIGAN, UPPER PENINSULA, DELTA",26,10,041,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,300","1,400","17,700","1,360"," "
1993,"MICHIGAN, UPPER PENINSULA",26,10,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,400","1,500","19,000","1,360"," "
1993,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,900","2,000","29,000","1,530"," "
1993,"MICHIGAN, SOUTHWEST",26,70,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,900","2,000","29,000","1,530"," "
1993,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",100,200,"1,400","1,400"," "
1993,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"2,500","1,250"," "
1993,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",300,300,"4,500","1,500"," "
1993,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",300,300,"3,600","1,200"," "
1993,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",900,"1,000","12,000","1,330"," "
1993,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",250,300,"3,800","1,520"," "
1993,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"3,000","1,500"," "
1993,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,200","1,200","15,000","1,250"," "
1993,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,100","1,200","18,000","1,640"," "
1993,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",600,600,"7,200","1,200"," "
1993,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,80,023,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",450,500,"8,000","1,780"," "
1993,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,800","4,000","55,000","1,450"," "
1993,"MICHIGAN, NORTHWEST, OTHER (COMBINED) COUNTIES",26,20,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",70,100,"1,000","1,430"," "
1993,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","41,400","46,800","506,000","1,222"," "
1993,"MICHIGAN, NORTHWEST, ANTRIM",26,20,009,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",180,200,"2,800","1,560"," "
1993,"MICHIGAN, NORTHWEST",26,20,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,500","1,600","24,000","1,600"," "
1993,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","4,150","4,800","40,400",970," "
1993,"MICHIGAN, NORTHEAST, MONTMORENCY",26,30,119,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",450,500,"4,000",890," "
1993,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,600","2,700","23,600",910," "
1993,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","7,200","8,000","68,000",940," "
1993,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","16,500","16,800","320,000","1,940"," "
1993,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","4,500","4,700","70,000","1,560"," "
1993,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","9,600","10,000","170,000","1,770"," "
1993,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","15,000","15,500","290,000","1,930"," "
1993,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","11,000","11,500","170,000","1,550"," "
1993,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","5,400","6,000","70,000","1,300"," "
1993,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","62,000","64,500","1,090,000","1,760"," "
1993,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",100,100,"1,500","1,500"," "
1993,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","19,000","19,400","300,000","1,580"," "
1993,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,300","2,300","32,000","1,390"," "
1993,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,300","3,300","40,000","1,210"," "
1993,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,000","3,000","35,000","1,170"," "
1993,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","17,500","18,000","300,000","1,710"," "
1993,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",900,900,"11,500","1,280"," "
1993,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","46,100","47,000","720,000","1,560"," "
1993,"MICHIGAN, NORTHWEST, MANISTEE",26,20,101,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,250","1,300","20,200","1,620"," "
1994,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",400,400,"5,000","1,250"," "
1994,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","18,500","20,000","230,000","1,240"," "
1994,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","7,100","8,000","100,000","1,410"," "
1994,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"2,600","1,300"," "
1994,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",26,40,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"2,400","1,200"," "
1994,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","9,700","10,500","110,000","1,130"," "
1994,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","26,500","27,000","410,000","1,550"," "
1994,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","48,100","52,100","685,000","1,424"," "
1994,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,100","2,200","20,000",950," "
1994,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","16,200","17,000","220,000","1,360"," "
1994,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","7,000","7,500","70,000","1,000"," "
1994,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,150","1,200","11,000",960," "
1994,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",190,200,"1,800",950," "
1994,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","85,000","90,000","1,140,000","1,340"," "
1994,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",290,300,"2,500",860," "
1994,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","17,500","18,700","235,000","1,340"," "
1994,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",100,100,900,900," "
1994,"MICHIGAN, NORTHWEST, OTHER (COMBINED) COUNTIES",26,20,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",270,300,"4,000","1,480"," "
1994,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,250","3,800","39,000","1,200"," "
1994,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,500","2,600","32,000","1,280"," "
1994,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",280,300,"2,500",890," "
1994,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,800","2,900","31,000","1,110"," "
1994,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",290,300,"2,500",860," "
1994,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","18,000","20,000","200,000","1,110"," "
1994,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",950,"1,000","13,000","1,370"," "
1994,"MICHIGAN, NORTHWEST, MANISTEE",26,20,101,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,180","1,200","23,000","1,950"," "
1994,"MICHIGAN, NORTHWEST",26,20,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,450","1,500","27,000","1,860"," "
1994,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","45,000","49,000","550,000","1,220"," "
1994,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","10,000","11,000","110,000","1,100"," "
1994,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,800","2,900","35,000","1,250"," "
1994,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,100","3,200","28,000",900," "
1994,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",380,400,"3,800","1,000"," "
1994,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,150","1,200","9,000",780," "
1994,"MICHIGAN, SOUTHWEST",26,70,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,400","2,500","40,000","1,670"," "
1994,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",270,300,"3,300","1,220"," "
1994,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,80,023,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",390,400,"3,500",900," "
1994,"MICHIGAN, NORTHEAST, OGEMAW",26,30,129,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",180,200,"1,800","1,000"," "
1994,"MICHIGAN, NORTHEAST, MONTMORENCY",26,30,119,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",270,300,"2,600",960," "
1994,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",280,300,"2,500",890," "
1994,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,400","2,500","40,000","1,670"," "
1994,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","5,500","5,700","48,000",870," "
1994,"MICHIGAN, UPPER PENINSULA",26,10,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,350","1,400","14,000","1,040"," "
1994,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,100","3,400","40,000","1,290"," "
1994,"MICHIGAN, UPPER PENINSULA, DELTA",26,10,041,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,170","1,200","12,000","1,030"," "
1994,"MICHIGAN, NORTHEAST, ALCONA",26,30,001,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",180,200,"3,300","1,830"," "
1994,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","6,800","7,300","86,000","1,260"," "
1994,"MICHIGAN, UPPER PENINSULA, OTHER (COMBINED) COUNTIES",26,10,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",180,200,"2,000","1,110"," "
1995,"MICHIGAN, NORTHEAST, MONTMORENCY",26,30,119,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",400,400,"4,500","1,130"," "
1995,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,900","4,000","60,000","1,540"," "
1995,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",26,70,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",400,400,"7,800","1,950"," "
1995,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,800","1,800","34,000","1,890"," "
1995,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,70,077,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",400,400,"7,200","1,800"," "
1995,"MICHIGAN, SOUTHWEST",26,70,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,600","2,600","49,000","1,880"," "
1995,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",650,700,"13,000","2,000"," "
1995,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",200,200,"3,000","1,500"," "
1995,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",650,700,"13,000","2,000"," "
1995,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",500,500,"8,000","1,600"," "
1995,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,000","2,100","37,000","1,850"," "
1995,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","2,350","2,400","43,500","1,850"," "
1995,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",750,800,"12,500","1,670"," "
1995,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,200","1,300","19,000","1,580"," "
1995,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","1,100","1,200","19,000","1,730"," "
1995,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","5,400","5,700","94,000","1,740"," "
1995,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,400","3,600","42,000","1,240"," "
1995,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,300","3,500","46,900","1,420"," "
1995,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","59,800","63,500","797,000","1,333"," "
1995,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","3,500","3,700","40,000","1,140"," "
1995,"MICHIGAN, NORTHEAST, ALCONA",26,30,001,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES",400,400,"6,600","1,650"," "
1995,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","7,600","8,000","98,000","1,290"," "
1995,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","21,900","22,000","430,000","1,960"," "
1995,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","9,900","10,000","180,000","1,820"," "
1995,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","11,900","12,000","200,000","1,680"," "
1995,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","24,900","25,000","470,000","1,890"," "
1995,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","17,500","18,000","320,000","1,830"," "
1995,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","7,900","8,000","130,000","1,650"," "
1995,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE, OTHER","ALL PRODUCTION PRACTICES","94,000","95,000","1,730,000","1,840"," "
