YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / TON","PRODUCTION in $ / TON"
2003,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",36.7," "
2003,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"178,000","179,000","3,400,000",19.1,"124,780,000"," "," "
2003,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,650,650,"16,000",24.6," "," "," "
2004,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"4,650","4,700","76,000",16.3," "," "," "
2004,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,306,700","1,345,600","30,021,000",23,"1,109,272,000"," "," "
2004,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,950,950,"23,000",24.2," "," "," "
2004,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,650,650,"17,000",26.2," "," "," "
2004,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"2,900","3,000","66,000",22.8," "," "," "
2004,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,SUGARBEETS,"3,100","3,200","63,000",20.3," "," "," "
2004,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"22,000","22,000","498,000",22.6," "," "," "
2004,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"20,300","20,500","453,000",22.3," "," "," "
2004,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"17,350","17,500","373,000",21.5," "," "," "
2004,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"51,600","52,000","1,140,000",22.1," "," "," "
2004,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"19,100","19,300","360,000",18.8," "," "," "
2004,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,500,600,"10,000",20," "," "," "
2004,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"135,000","136,000","2,900,000",21.5," "," "," "
2004,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,"1,000","1,000","16,000",16," "," "," "
2004,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,"1,100","1,100","23,000",20.9," "," "," "
2004,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"4,200","4,200","77,000",18.3," "," "," "
2004,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"14,700","15,500","277,000",18.8," "," "," "
2004,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,"1,000","1,000","17,000",17," "," "," "
2004,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"22,000","22,800","410,000",18.6," "," "," "
2004,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",26.4," "
2004,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"163,000","165,000","3,439,000",21.1,"90,790,000"," "," "
2004,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",36.9,"1,137,777"
2004,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,800,800,"16,000",20," "," "," "
2005,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,242,900","1,299,800","27,433,000",22.1,"1,193,151,000"," "," "
2005,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,200","1,200","21,000",17.5," "," "," "
2005,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,"1,000","1,000","20,000",20," "," "," "
2005,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,700,700,"14,000",20," "," "," "
2005,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"2,900","2,900","55,000",19," "," "," "
2005,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,900,"1,000","18,000",20," "," "," "
2005,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,SUGARBEETS,500,500,"8,000",16," "," "," "
2005,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,"1,800","1,800","35,000",19.4," "," "," "
2005,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"3,200","3,300","61,000",19.1," "," "," "
2005,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,600,600,"13,000",21.7," "," "," "
2005,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,600,600,"13,000",21.7," "," "," "
2005,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"20,600","21,000","423,000",20.5," "," "," "
2005,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"19,800","20,000","436,000",22," "," "," "
2005,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"16,200","16,300","326,000",20.1," "," "," "
2005,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"54,000","54,500","1,220,000",22.6," "," "," "
2005,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"14,000","14,500","268,000",19.1," "," "," "
2005,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,700","3,700","87,000",23.5," "," "," "
2005,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"128,300","130,000","2,760,000",21.5," "," "," "
2005,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,"1,100","1,100","25,000",22.7," "," "," "
2005,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,200","3,200","63,000",19.7," "," "," "
2005,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,900,900,"18,000",20," "," "," "
2005,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"10,800","11,000","220,000",20.4," "," "," "
2005,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,"1,000","1,000","23,000",23," "," "," "
2005,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"17,000","17,200","349,000",20.5," "," "," "
2005,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",34.4," "
2005,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"152,000","154,000","3,238,000",21.3,"111,387,000"," "," "
2005,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",43.5,"1,436,653"
2006,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",44.2,"1,265,382"
2006,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,303,600","1,366,200","34,064,000",26.1,"1,506,985,000"," "," "
2006,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,900,900,"22,000",24.4," "," "," "
2006,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"2,200","2,200","49,000",22.3," "," "," "
2006,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,800,800,"16,000",20," "," "," "
2006,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,SUGARBEETS,500,500,"11,000",22," "," "," "
2006,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,"1,500","1,500","28,000",18.7," "," "," "
2006,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"2,800","2,800","55,000",19.6," "," "," "
2006,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,500,500,"9,000",18," "," "," "
2006,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,500,500,"9,000",18," "," "," "
2006,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"21,000","21,100","514,000",24.5," "," "," "
2006,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"20,100","20,200","498,000",24.8," "," "," "
2006,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"16,900","17,000","378,000",22.4," "," "," "
2006,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"55,400","55,500","1,380,000",24.9," "," "," "
2006,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"14,600","14,700","296,000",20.3," "," "," "
2006,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,500","3,500","74,000",21.1," "," "," "
2006,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"131,500","132,000","3,140,000",23.9," "," "," "
2006,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,900,900,"16,000",17.8," "," "," "
2006,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,900","4,000","75,000",19.2," "," "," "
2006,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"11,200","11,600","210,000",18.8," "," "," "
2006,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,"1,000","1,000","19,000",19," "," "," "
2006,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"17,000","17,500","320,000",18.8," "," "," "
2006,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",38," "
2006,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"154,000","155,000","3,573,000",23.2,"135,774,000"," "," "
2006,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,"1,300","1,300","27,000",20.8," "," "," "
2007,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"52,600","52,700","1,310,000",24.9," "," "," "
2007,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",42,"1,207,414"
2007,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,"1,000","1,000","23,000",23," "," "," "
2007,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"2,000","2,000","43,000",21.5," "," "," "
2007,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,750,750,"14,000",18.7," "," "," "
2007,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,SUGARBEETS,500,500,"11,000",22," "," "," "
2007,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,"2,250","2,250","45,000",20," "," "," "
2007,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"3,500","3,500","70,000",20," "," "," "
2007,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,SUGARBEETS,400,500,"7,000",17.5," "," "," "
2007,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"19,900","20,000","509,000",25.6," "," "," "
2007,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"20,500","20,800","453,000",22.1," "," "," "
2007,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"16,000","16,100","395,000",24.7," "," "," "
2007,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,"1,000","1,000","20,000",20," "," "," "
2007,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"14,700","14,800","303,000",20.6," "," "," "
2007,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,600","3,600","70,000",19.4," "," "," "
2007,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"127,300","128,000","3,040,000",23.9," "," "," "
2007,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,500,500,"11,000",22," "," "," "
2007,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,800","2,800","57,000",20.4," "," "," "
2007,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,500,500,"10,000",20," "," "," "
2007,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"11,000","11,200","232,000",21.1," "," "," "
2007,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,"1,000","1,000","17,000",17," "," "," "
2007,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"15,800","16,000","327,000",20.7," "," "," "
2007,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",36," "
2007,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"149,000","150,000","3,487,000",23.4,"125,532,000"," "," "
2007,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,246,800","1,268,800","31,834,000",25.5,"1,337,173,000"," "," "
2008,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",48.1,"1,380,192"
2008,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,004,500","1,090,700","26,881,000",26.8,"1,294,144,000"," "," "
2008,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,200","1,200","32,000",26.7," "," "," "
2008,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,"1,100","1,100","33,000",30," "," "," "
2008,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,300,300,"8,000",26.7," "," "," "
2008,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"2,600","2,600","73,000",28.1," "," "," "
2008,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,"1,300","1,300","39,000",30," "," "," "
2008,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,SUGARBEETS,300,500,"9,000",30," "," "," "
2008,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,500,700,"14,000",28," "," "," "
2008,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"2,100","2,500","62,000",29.5," "," "," "
2008,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,300,300,"11,000",36.7," "," "," "
2008,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,300,300,"11,000",36.7," "," "," "
2008,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"18,100","18,500","544,000",30.1," "," "," "
2008,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"21,100","21,200","680,000",32.2," "," "," "
2008,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"15,300","15,300","432,000",28.2," "," "," "
2008,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"45,800","45,800","1,306,000",28.5," "," "," "
2008,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"12,600","12,600","341,000",27.1," "," "," "
2008,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,100","3,100","87,000",28.1," "," "," "
2008,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"116,000","116,500","3,390,000",29.2," "," "," "
2008,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,400,400,"11,000",27.5," "," "," "
2008,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,000","3,000","79,000",26.3," "," "," "
2008,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,700,700,"17,000",24.3," "," "," "
2008,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"10,000","10,100","240,000",24," "," "," "
2008,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,900,900,"20,000",22.2," "," "," "
2008,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"15,000","15,100","367,000",24.5," "," "," "
2008,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",44," "
2008,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"136,000","137,000","3,903,000",28.7,"171,732,000"," "," "
2009,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"136,000","138,000","3,318,000",24.4,"201,734,000"," "," "
2009,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",51.5,"1,968,389"
2009,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,"1,000","1,100","19,000",19," "," "," "
2009,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"2,100","2,300","45,000",21.4," "," "," "
2009,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,SUGARBEETS,"1,500","1,700","31,000",20.7," "," "," "
2009,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,"1,000","1,100","22,000",22," "," "," "
2009,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"2,500","2,800","53,000",21.2," "," "," "
2009,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,500,600,"11,000",22," "," "," "
2009,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,500,600,"11,000",22," "," "," "
2009,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"17,300","17,500","448,000",25.9," "," "," "
2009,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"24,700","24,700","594,000",24," "," "," "
2009,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,900","15,100","349,000",23.4," "," "," "
2009,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"43,900","44,000","1,160,000",26.4," "," "," "
2009,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"12,900","13,100","275,000",21.3," "," "," "
2009,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,000","3,100","74,000",24.7," "," "," "
2009,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"116,700","117,500","2,900,000",24.9," "," "," "
2009,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,500,800,"13,000",26," "," "," "
2009,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,200","3,200","74,000",23.1," "," "," "
2009,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,600,600,"13,000",21.7," "," "," "
2009,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"8,900","9,100","186,000",20.9," "," "," "
2009,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,"1,000","1,100","23,000",23," "," "," "
2009,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"14,200","14,800","309,000",21.8," "," "," "
2009,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",60.8," "
2009,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,100","1,200","26,000",23.6," "," "," "
2009,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,148,500","1,185,800","29,783,000",25.9,"1,532,634,000"," "," "
2010,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",66.9," "
2010,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,300","1,300","28,400",21.8," "," "," "
2010,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,"1,400","1,400","35,100",25.1," "," "," "
2010,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,300,300,"7,400",24.7," "," "," "
2010,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"3,000","3,000","70,900",23.6," "," "," "
2010,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,SUGARBEETS,"3,300","3,300","78,100",23.7," "," "," "
2010,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"19,400","19,400","512,000",26.4," "," "," "
2010,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"23,300","23,300","624,000",26.8," "," "," "
2010,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"15,600","15,600","386,000",24.7," "," "," "
2010,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"48,300","48,300","1,391,000",28.8," "," "," "
2010,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,156,100","1,171,900","32,034,000",27.7,"2,142,162,000"," "," "
2010,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,100","3,100","81,000",26.1," "," "," "
2010,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"124,000","124,000","3,325,000",26.8," "," "," "
2010,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,500,500,"11,200",22.4," "," "," "
2010,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,600,600,"17,000",28.3," "," "," "
2010,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,100","3,100","62,300",20.1," "," "," "
2010,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"11,400","11,400","237,000",20.8," "," "," "
2010,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,"1,100","1,100","20,500",18.6," "," "," "
2010,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"16,700","16,700","348,000",20.8," "," "," "
2010,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",71.3," "
2010,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"147,000","147,000","3,822,000",26,"272,509,000"," "," "
2010,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"14,300","14,300","331,000",23.1," "," "," "
2011,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",69.4,"2,238,717"
2011,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,213,200","1,232,800","28,896,000",23.8,"2,004,116,000"," "," "
2011,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,200","1,200","26,300",21.9," "," "," "
2011,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,"1,900","1,900","31,600",16.6," "," "," "
2011,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,400,400,"9,500",23.8," "," "," "
2011,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"3,500","3,500","67,400",19.3," "," "," "
2011,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,"1,800","1,800","33,000",18.3," "," "," "
2011,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,SUGARBEETS,"1,600","1,600","34,000",21.3," "," "," "
2011,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"3,400","3,400","67,000",19.7," "," "," "
2011,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,600,600,"11,600",19.3," "," "," "
2011,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,600,600,"11,600",19.3," "," "," "
2011,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"19,000","19,000","480,000",25.3," "," "," "
2011,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"26,900","26,900","671,000",24.9," "," "," "
2011,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"15,800","15,800","377,000",23.9," "," "," "
2011,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"51,100","51,100","1,291,000",25.3," "," "," "
2011,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"14,200","14,200","323,000",22.7," "," "," "
2011,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,000","3,000","69,000",23," "," "," "
2011,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"130,000","130,000","3,211,000",24.7," "," "," "
2011,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,700,700,"16,200",23.1," "," "," "
2011,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,600,600,"14,700",24.5," "," "," "
2011,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,100","3,100","65,500",21.1," "," "," "
2011,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"10,500","10,500","207,000",19.7," "," "," "
2011,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,600,600,"11,600",19.3," "," "," "
2011,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"15,500","15,500","315,000",20.3," "," "," "
